cg04980428	cg00869989	cg00036871	cg00313722	cg10203211	cg02172466	cg25317460	cg06441024	cg17565051	cg08710410	cg10165209	cg00000363	cg06013113	cg00124045	cg17767099	cg14214182	cg01124440	cg20849032	cg10119288	cg14374754	cg03207391	cg12629689	cg01684361	cg00045303	cg18251222	cg14506686	cg21881034	cg27305460	cg23412900	cg27324541	cg17367077
0.161904335	0.986445075	0.471800999	0.676883544	0.684822213	0.961316681	0.157981012	0.904726457	0.538169731	0.733344131	0.879554895	0.16925303	0.979198687	0.927316744	0.628065579	0.315838759	0.020170061	0.937727785	0.927564488	0.136525221	0.579193117	0.90663228	0.844619317	0.015438226	0.039619027	0.877104095	0.013024157	0.612937223	0.014091544	0.576642842	0.924406456
0.167437158	0.9855474	0.477915224	0.661481012	0.759360526	0.95819809	0.222587868	0.896254238	0.636945978	0.752113063	0.850959816	0.157430352	0.976456662	0.919336528	0.585720497	0.286940022	0.018916529	0.911044136	0.914777824	0.115456306	0.62670157	0.839238001	0.85443818	0.013654773	0.039922883	0.869055542	0.014268172	0.697993799	0.012308309	0.618381615	0.910292259
0.197306778	0.988581801	0.538219524	0.663895039	0.628182999	0.954800666	0.115963918	0.858207172	0.70048667	0.73923755	0.890360298	0.166476156	0.983227375	0.967717247	0.639291316	0.377381604	0.019877068	0.934425604	0.950471878	0.136749574	0.667545299	0.933404323	0.859613099	0.011639906	0.061928189	0.84495196	0.015381025	0.763365378	0.016763408	0.611903801	0.863565601
0.153742403	0.987423076	0.495003048	0.679212673	0.69848438	0.954886584	0.081045183	0.816812593	0.528012367	0.752398532	0.874840553	0.201695611	0.98297562	0.942260186	0.681227436	0.312719051	0.02017473	0.958420876	0.950901154	0.116072799	0.696777651	0.828001313	0.907536512	0.015489902	0.056846208	0.837102044	0.018387827	0.529760592	0.017680881	0.604609336	0.845099902
0.179894087	0.988371102	0.507450409	0.650544893	0.597390286	0.93513122	0.14233733	0.898552927	0.67905422	0.727046135	0.787387197	0.189292918	0.977555716	0.904625997	0.609164259	0.27796794	0.019278674	0.93879724	0.935720687	0.09386815	0.712088544	0.925116476	0.793482571	0.012423119	0.050725372	0.879721668	0.015561472	0.732591938	0.013770652	0.60573074	0.886978282
0.136444266	0.98363938	0.482213364	0.720322987	0.678324277	0.946777203	0.166918392	0.867822729	0.509160973	0.7532853	0.800250508	0.17982881	0.977458349	0.927925855	0.664921668	0.39930725	0.019057929	0.946448201	0.904204163	0.098098411	0.681692499	0.903586666	0.8715411	0.014334792	0.039715713	0.886048853	0.017521581	0.781135569	0.016648706	0.574057156	0.921621587
0.181739239	0.987885482	0.527112517	0.726178027	0.602112633	0.950794055	0.128079457	0.833544794	0.575292984	0.741827538	0.913510274	0.214678544	0.983653279	0.948772936	0.640395439	0.364724987	0.019904601	0.936848256	0.955358857	0.16291235	0.556696931	0.886152241	0.869406732	0.013288586	0.076654823	0.853788261	0.017440956	0.460603463	0.014486038	0.664195929	0.831436826
0.161636607	0.985922371	0.468389374	0.747916062	0.706323457	0.95044522	0.114930019	0.84204316	0.457967949	0.802332064	0.890801255	0.119384913	0.98212032	0.981518688	0.735152698	0.453660732	0.018991011	0.951584026	0.917100122	0.151715593	0.740758591	0.899402258	0.880995865	0.013007587	0.056416155	0.848676034	0.018192958	0.845931741	0.016414511	0.53244216	0.894690287
0.211011227	0.985655728	0.520566441	0.68614801	0.691571233	0.954868773	0.166193524	0.836059857	0.595277786	0.733043041	0.810854064	0.190524386	0.981387079	0.953958417	0.679656463	0.292871403	0.019791495	0.935935631	0.929810574	0.172712893	0.561385971	0.911360491	0.89131302	0.014010835	0.047345631	0.862873461	0.015905147	0.582843316	0.015466106	0.58519689	0.898301936
0.150673267	0.986245945	0.498042197	0.757909738	0.745448824	0.944363134	0.128271355	0.851117378	0.413534013	0.847668055	0.880443316	0.144411246	0.980481565	0.974118363	0.680375347	0.457920854	0.016091338	0.945841386	0.962551968	0.120900833	0.782856604	0.935029809	0.931621811	0.011514361	0.056884605	0.83911626	0.018599565	0.831292662	0.014306079	0.584262957	0.928439605
0.183050345	0.978191212	0.514320757	0.739332648	0.684170007	0.948573117	0.141599597	0.848833686	0.682243198	0.750067872	0.895664226	0.216859316	0.979035217	0.766836703	0.647008322	0.28429373	0.015908909	0.91180683	0.949478878	0.111514606	0.6091871	0.876098112	0.897899559	0.014771492	0.043828028	0.839626581	0.018894603	0.537707781	0.014652412	0.614520098	0.867595079
0.198662537	0.976756897	0.548822948	0.767988078	0.571768548	0.956492516	0.149482479	0.793901457	0.540350448	0.707857337	0.906819979	0.204595486	0.973452447	0.945312487	0.697419876	0.364039621	0.021183268	0.941454971	0.934240262	0.166984455	0.598655664	0.840817053	0.881214413	0.016708335	0.068634689	0.823335827	0.026540156	0.571520037	0.020350739	0.605231718	0.915828708
0.163595833	0.987430805	0.4968695	0.756267599	0.603546348	0.956941393	0.100210948	0.858955832	0.602665037	0.784047823	0.904832997	0.121789949	0.986296734	0.969898622	0.663159069	0.416462097	0.016931635	0.962154276	0.949546315	0.115910835	0.68949511	0.898710307	0.870179113	0.009139878	0.063668789	0.903061069	0.020665648	0.674394581	0.014411649	0.487255791	0.890313191
0.147706876	0.985569152	0.467170882	0.681287333	0.809855757	0.929199696	0.179270253	0.822541775	0.509910452	0.684696191	0.885618719	0.149294919	0.976959385	0.839487369	0.67480758	0.25702263	0.021409597	0.93913937	0.928838538	0.119726773	0.62013112	0.865457389	0.907546942	0.013602339	0.055900573	0.857889789	0.015522482	0.634665289	0.018067084	0.58223068	0.888852206
0.16140789	0.983098789	0.514318336	0.68324684	0.790772675	0.958908676	0.166545517	0.876435374	0.560435033	0.699972072	0.850577749	0.161504544	0.976026668	0.928986839	0.651360646	0.289298346	0.018803098	0.92043825	0.913564829	0.126417553	0.611075838	0.87553984	0.868375391	0.014908076	0.041843657	0.832619862	0.016940312	0.638775035	0.017554158	0.622565544	0.913637503
0.222517452	0.986944199	0.53248051	0.732565065	0.567153455	0.961413207	0.12574695	0.883542956	0.690835034	0.712172395	0.878401494	0.261132494	0.975973206	0.971312505	0.695471278	0.262521304	0.018299216	0.923353025	0.927102371	0.114622446	0.593128664	0.951838179	0.873659917	0.012241527	0.037691614	0.882517268	0.01353074	0.50125971	0.016741964	0.68442541	0.916436138
0.146928661	0.989966004	0.505451293	0.719558	0.729820195	0.945489172	0.194872896	0.841101082	0.502087719	0.74289023	0.809667495	0.161330043	0.980401309	0.976975152	0.64254091	0.322414401	0.020730672	0.938951553	0.915265952	0.114584079	0.835942005	0.939563725	0.879556715	0.0127581	0.041959773	0.881155635	0.01385767	0.78988762	0.012807919	0.626047525	0.934846848
0.145333936	0.985162637	0.485975994	0.706373516	0.629990255	0.951409325	0.132919579	0.808719218	0.498927634	0.716780904	0.889937373	0.261876989	0.97606579	0.925627426	0.66631065	0.304194089	0.021470967	0.914719784	0.926508253	0.157808255	0.625459984	0.880915968	0.933078801	0.013487322	0.063748836	0.82482964	0.017621082	0.465367393	0.016453838	0.592692954	0.85789502
0.166329682	0.983474659	0.492988591	0.732746923	0.58728605	0.957517852	0.095965758	0.853703433	0.613959489	0.701598394	0.909101991	0.18375604	0.980182494	0.874614177	0.712926156	0.367800572	0.020282031	0.925786442	0.953421795	0.126705932	0.574089986	0.869762443	0.866315968	0.011332439	0.065345405	0.846226163	0.018727772	0.589105056	0.016009781	0.62308722	0.874950376
0.213344012	0.982346309	0.502321902	0.694840405	0.67436037	0.963033755	0.177553742	0.854725954	0.716397105	0.714969519	0.880647208	0.197137747	0.975619978	0.973086184	0.654309328	0.320374042	0.019487176	0.936524575	0.936458383	0.180442777	0.695099583	0.943487671	0.827502354	0.012639505	0.047057407	0.843179218	0.020611993	0.722283126	0.017632599	0.643392547	0.89269892
0.155939497	0.987360637	0.538128083	0.691427013	0.671530119	0.958401283	0.173861574	0.855550361	0.706965518	0.714496538	0.848440162	0.207937469	0.977343822	0.873085251	0.648618656	0.310980868	0.020960457	0.942566833	0.873812096	0.141866602	0.626390166	0.929218088	0.818781133	0.011776881	0.048508002	0.878125943	0.017127701	0.584444817	0.013632239	0.602369441	0.901759517
0.207937832	0.98675427	0.591695795	0.714219733	0.561123737	0.936270021	0.106114856	0.849699983	0.685869468	0.731022807	0.894236355	0.264820958	0.984377532	0.920968305	0.595662121	0.344520587	0.016684386	0.90626688	0.958502716	0.166224089	0.615230439	0.912164329	0.938485988	0.013763297	0.052246337	0.860912833	0.019377404	0.600931662	0.014940233	0.639241377	0.836590905
0.137543107	0.988843954	0.460557132	0.691613393	0.737965759	0.95215518	0.167733436	0.887089311	0.499349081	0.701248312	0.863784049	0.171138478	0.975668108	0.867799553	0.738836165	0.342290096	0.018033222	0.930318919	0.917112026	0.156791008	0.640792786	0.901216726	0.889545416	0.014943367	0.032919557	0.862829938	0.015770751	0.629820979	0.014724171	0.632889415	0.925658521
0.18209026	0.983455168	0.508576622	0.703905263	0.728760185	0.941407051	0.082323321	0.830599014	0.547079052	0.727021698	0.902278642	0.2975245	0.983217728	0.86076977	0.694541554	0.290761335	0.015456375	0.901902473	0.946370037	0.145951066	0.573280815	0.852606378	0.900415278	0.013300339	0.051649452	0.848079025	0.017623806	0.530869767	0.016671967	0.64477443	0.855809928
0.206584769	0.987968344	0.547322649	0.763480649	0.587557495	0.948082222	0.066129684	0.847722443	0.661778599	0.721236224	0.910535189	0.247588247	0.982709879	0.900145156	0.697150213	0.32233657	0.014828882	0.889334812	0.950539224	0.101969743	0.633973103	0.89163569	0.85333318	0.01305935	0.047700885	0.870162006	0.020738864	0.564882942	0.01414639	0.683619887	0.914361289
0.137832653	0.980761248	0.476912651	0.705490849	0.757010737	0.958189571	0.103580767	0.846414567	0.517157271	0.787623482	0.864909927	0.141134723	0.982153502	0.93782765	0.683314361	0.334824064	0.022941158	0.943251015	0.946038065	0.157377489	0.668924878	0.843941279	0.896877251	0.014793131	0.048673753	0.839923674	0.016966426	0.721373741	0.01727785	0.519802901	0.849632874
0.187673393	0.985435065	0.531051528	0.68913757	0.615917222	0.952914941	0.145167184	0.825075075	0.670550552	0.741708321	0.821637067	0.146115386	0.982267645	0.968222323	0.59394038	0.347323185	0.018893966	0.927143008	0.935980549	0.109223929	0.616440118	0.906348493	0.949336886	0.015505636	0.074630623	0.832777164	0.019008228	0.589532177	0.012853643	0.591875093	0.851261608
0.133938314	0.988029548	0.473028788	0.661422207	0.77854431	0.942009711	0.198137385	0.918373663	0.482858521	0.779350716	0.815854607	0.187463056	0.980042426	0.795020011	0.663153173	0.299279321	0.02173334	0.943945429	0.895215638	0.09832753	0.606904225	0.89058231	0.880683887	0.013528367	0.036106687	0.895652445	0.011864917	0.634994277	0.014309471	0.6344767	0.910524577
0.162896871	0.986893271	0.531808576	0.723610153	0.710761662	0.959285161	0.146724788	0.866308468	0.572593044	0.778153519	0.890679042	0.219866974	0.979329851	0.96785503	0.702787587	0.354213135	0.023290445	0.936202425	0.911746606	0.136095571	0.543409706	0.885110713	0.957901196	0.012070177	0.043726824	0.880256772	0.014166555	0.629280567	0.014924531	0.607030455	0.872179865
0.160508345	0.987014262	0.529824553	0.684866713	0.692203872	0.959091837	0.130468152	0.877619766	0.511551842	0.734071968	0.879491134	0.198526256	0.981286178	0.832911311	0.685419225	0.305022224	0.019551267	0.923388109	0.924976786	0.084595095	0.628602228	0.871178745	0.876527273	0.013161114	0.04869914	0.844154895	0.013913577	0.621429652	0.01708209	0.618705963	0.926333678
0.151135742	0.986032303	0.455409281	0.70530817	0.613661009	0.955994621	0.091697705	0.842503599	0.447395208	0.779758869	0.907924754	0.166422576	0.980840401	0.77886722	0.674052265	0.336365895	0.017194668	0.913518029	0.933383435	0.116466169	0.62748691	0.899763622	0.912165659	0.012043987	0.066918054	0.855068539	0.017389774	0.504964539	0.013601001	0.564309831	0.894982866
0.154386472	0.986178588	0.49738303	0.705744813	0.77304056	0.959144662	0.173541877	0.847224455	0.61953704	0.726329985	0.867015665	0.240307897	0.977923897	0.874667999	0.639449111	0.337469941	0.0229944	0.928942494	0.920420317	0.173871792	0.619627849	0.906215623	0.900041437	0.012854915	0.054591499	0.852193968	0.015560824	0.65166956	0.016112336	0.62656719	0.874718079
0.160165129	0.985243432	0.499186163	0.703159789	0.636691601	0.944980338	0.123895055	0.830651262	0.582201139	0.782835682	0.894339349	0.175089711	0.984295795	0.885399484	0.691621236	0.267355154	0.016932739	0.929963929	0.952378486	0.077431911	0.568521667	0.91838393	0.873730532	0.015651266	0.040253837	0.830361779	0.017690149	0.554967796	0.017440616	0.580025943	0.895169878
0.147625658	0.986448924	0.538118499	0.671945446	0.804863143	0.962147741	0.104878601	0.840531695	0.59797009	0.7378603	0.882890151	0.25728335	0.983147281	0.819041893	0.689533415	0.363029665	0.017808224	0.951911465	0.96078938	0.113022938	0.649187403	0.854913933	0.903467722	0.011547783	0.048784171	0.855658255	0.017535019	0.566269296	0.013106852	0.559270944	0.849786867
0.131169052	0.9887086	0.535326811	0.66525065	0.700486457	0.957896778	0.147567289	0.845662154	0.698477539	0.680541326	0.854681151	0.179115998	0.97724783	0.833139942	0.597112778	0.326937592	0.020996326	0.922041908	0.908805609	0.151103176	0.568430823	0.863991614	0.848241651	0.012189834	0.04048005	0.874773222	0.01674921	0.680488133	0.016166366	0.643625157	0.888574923
0.163081422	0.985307712	0.51179947	0.687340571	0.684275099	0.950309437	0.220087395	0.893430011	0.628636637	0.725146306	0.843952239	0.215372589	0.977284701	0.921780959	0.627950258	0.287791834	0.02196298	0.911332821	0.913853957	0.111955022	0.688613288	0.895440541	0.845593925	0.014797289	0.044834086	0.857192987	0.014711762	0.554550914	0.015516682	0.616442437	0.918684064
0.111971937	0.984094613	0.438336724	0.674606576	0.793841432	0.940729699	0.208514218	0.870467443	0.469179356	0.730005463	0.7693424	0.09924186	0.97482514	0.945706541	0.595697267	0.348451905	0.020169177	0.943935994	0.831909491	0.12027676	0.727531514	0.94441129	0.890012881	0.012081053	0.037462302	0.857107663	0.017114219	0.812472724	0.017492459	0.555225552	0.911674444
0.118093147	0.985992097	0.395905776	0.65508919	0.599558014	0.955240686	0.104833037	0.837313012	0.574413758	0.750036826	0.845283718	0.123312418	0.979402582	0.966562965	0.576201238	0.364205472	0.016458439	0.929008901	0.948828746	0.122589761	0.743830973	0.940843158	0.891714599	0.011762361	0.05025711	0.857872326	0.021644275	0.747275438	0.020645908	0.553494329	0.934811155
0.14948789	0.986769437	0.485950752	0.660205602	0.768794876	0.961844567	0.109300542	0.824980177	0.583341874	0.743846957	0.89592371	0.249022552	0.983875084	0.859931699	0.644990076	0.319533965	0.017718258	0.938572932	0.953798807	0.128303413	0.647734183	0.878284384	0.878070842	0.015402091	0.053258174	0.857471023	0.018318628	0.449542145	0.012069759	0.645350822	0.914486665
0.151766462	0.985709929	0.445426931	0.722332858	0.666967389	0.959039243	0.137845635	0.855468204	0.612834362	0.711767453	0.889843257	0.16386279	0.981531107	0.927042988	0.664923126	0.275890626	0.018580849	0.897820019	0.904713763	0.131326108	0.589577722	0.905836273	0.904015275	0.012478856	0.050053921	0.865386694	0.016647923	0.459822876	0.015677368	0.570356395	0.90250212
0.172323667	0.986480998	0.493371711	0.721832532	0.705173846	0.958264228	0.140679003	0.836332219	0.684381746	0.772036906	0.911119835	0.165781527	0.97958468	0.959881931	0.660495806	0.29282972	0.020446509	0.933606209	0.938814007	0.174859673	0.575646711	0.875963552	0.9386038	0.013621662	0.067656897	0.833706993	0.017554741	0.577106447	0.015911195	0.661297613	0.888450796
0.14700984	0.986074227	0.513518275	0.678904259	0.842513233	0.943230432	0.115224845	0.821530033	0.64078088	0.775902832	0.855226841	0.196167734	0.980430877	0.801603371	0.610133152	0.347192253	0.017351346	0.966163971	0.937419061	0.138765121	0.646020893	0.829590086	0.878889163	0.012681844	0.074080499	0.826730837	0.022303778	0.647474054	0.018957211	0.559774312	0.843385444
0.156355558	0.980776038	0.48453908	0.725441189	0.63395991	0.964233635	0.094673498	0.853989937	0.474115841	0.762668456	0.906202328	0.167420795	0.982840578	0.911622433	0.736787771	0.340372604	0.014773947	0.922626102	0.936406407	0.156001744	0.633267971	0.861314801	0.869321628	0.013114927	0.0507083	0.852422568	0.018653925	0.623262597	0.014869057	0.602068898	0.881679314
0.174490865	0.988233152	0.50665017	0.735967113	0.761370807	0.954939452	0.140526983	0.818460984	0.477867944	0.747037418	0.897829066	0.219952626	0.981791637	0.971500609	0.698588577	0.352685968	0.019295049	0.928993522	0.936706471	0.149111709	0.67224262	0.907018137	0.863682128	0.013137162	0.055745553	0.855809978	0.01600641	0.682141082	0.014859129	0.622068929	0.913354892
0.1215264	0.987162517	0.470219751	0.710450303	0.709547397	0.945828132	0.233566642	0.897007989	0.592228676	0.760580542	0.746420613	0.167982306	0.977370646	0.913196008	0.672278781	0.29793205	0.021944846	0.954882431	0.942313984	0.101540437	0.682788331	0.92810682	0.875192003	0.010844388	0.044002887	0.893274183	0.012457246	0.653878881	0.014341107	0.574330372	0.886799249
0.192666074	0.988314171	0.519172839	0.737114586	0.678137521	0.953597437	0.085256929	0.831067669	0.583080108	0.765396156	0.868189826	0.271267713	0.981660775	0.976457751	0.711409289	0.381119459	0.017243549	0.936113528	0.952171553	0.138775867	0.707328615	0.931291354	0.948853965	0.011063424	0.04860684	0.84654575	0.020659673	0.58078908	0.01475605	0.638998506	0.899021895
0.185185391	0.982183866	0.553008699	0.727292429	0.722469145	0.948754026	0.105409709	0.778328007	0.427843722	0.707785384	0.917824941	0.257066044	0.976808562	0.806823871	0.720339063	0.33524504	0.018631021	0.928333281	0.945282924	0.15226378	0.605113146	0.824170527	0.944647908	0.018004225	0.077867296	0.783247944	0.028291468	0.666436795	0.019371874	0.649911346	0.912651696
0.140666291	0.988757507	0.503393163	0.65892366	0.552318815	0.938822587	0.145244305	0.912458484	0.677832192	0.689485462	0.820288946	0.26462168	0.981204626	0.931505199	0.63420447	0.310580156	0.022815308	0.89577885	0.885776224	0.171020293	0.557896332	0.900723474	0.827600937	0.012323144	0.040640712	0.888180966	0.013593884	0.63285194	0.013519285	0.639138529	0.927791607
0.149911249	0.988007556	0.499898459	0.757890932	0.772654559	0.955246663	0.095207476	0.812790614	0.533464363	0.810184268	0.901189718	0.228609756	0.983717809	0.87170616	0.740865461	0.287734128	0.018519785	0.924961401	0.957002025	0.118205086	0.639083231	0.829054867	0.940320917	0.01118567	0.051687646	0.865863048	0.017711945	0.599375444	0.018351657	0.633558684	0.928504127
0.199650697	0.988899616	0.56218737	0.750840677	0.688903517	0.941078999	0.153151271	0.864632105	0.749133019	0.728671762	0.896352771	0.349127759	0.981208731	0.926652774	0.675790822	0.362998558	0.017848587	0.924491482	0.945073078	0.168580084	0.600856956	0.929194647	0.83814626	0.012454229	0.044435633	0.878662701	0.014265742	0.620894103	0.014521079	0.689232676	0.912979785
0.180809904	0.984448887	0.510842326	0.736250078	0.628774603	0.953618451	0.099685527	0.829072984	0.663556572	0.730565552	0.893896589	0.273018351	0.978514067	0.965504158	0.675098009	0.347371862	0.015332078	0.899046984	0.936276036	0.074045552	0.652085973	0.895742127	0.882196695	0.013602138	0.058213781	0.83359405	0.01685548	0.64229815	0.016132516	0.582654302	0.836206137
0.137616752	0.987868346	0.501399986	0.735412625	0.703862396	0.954324917	0.084451108	0.825455011	0.540095534	0.788454533	0.890010134	0.225831733	0.981039555	0.862795512	0.651784165	0.341426252	0.018725762	0.940490741	0.953034126	0.101021193	0.592467567	0.875337242	0.91444185	0.012697893	0.052522711	0.861137215	0.023314071	0.592453134	0.015264946	0.570397128	0.865606498
0.15712706	0.989402943	0.470479404	0.674134739	0.673571833	0.957662323	0.123700342	0.843882456	0.598564371	0.734839797	0.871159749	0.162958587	0.984625157	0.97605679	0.578129815	0.372275882	0.020792826	0.945808386	0.944865391	0.107684988	0.73472907	0.952991224	0.933533806	0.012763889	0.044611764	0.844061923	0.014308468	0.857423296	0.014436648	0.673147388	0.923136286
0.166362715	0.986238327	0.489160946	0.749576164	0.791675446	0.964578501	0.17174101	0.842471686	0.529260083	0.759374054	0.881649217	0.289324703	0.973685035	0.978967882	0.714647995	0.351274189	0.022218779	0.908853244	0.897382425	0.134853269	0.570718745	0.889335058	0.915900954	0.013605648	0.043422328	0.836396656	0.014683956	0.620483226	0.015541862	0.679174875	0.890781798
0.156049333	0.986989912	0.52687234	0.707367993	0.674045851	0.947237849	0.219431463	0.848409375	0.573230214	0.720668354	0.830265175	0.114095128	0.976579386	0.939223644	0.694238618	0.290465938	0.019930388	0.924328615	0.927111524	0.111936944	0.54907949	0.86505547	0.854323872	0.013466379	0.043316667	0.858527864	0.015108704	0.453564634	0.014147439	0.570350452	0.917463702
0.157753616	0.987564266	0.515810759	0.668665043	0.644680047	0.921487843	0.106373289	0.847927614	0.567350471	0.716252757	0.879444584	0.263001092	0.985523148	0.863573461	0.58544342	0.305751553	0.017843859	0.923846345	0.952266653	0.121473617	0.623306931	0.856434561	0.925578577	0.012478862	0.07321625	0.87430732	0.018655451	0.579989856	0.015830752	0.542917101	0.905749677
0.131082586	0.98427044	0.490126185	0.678353064	0.734836351	0.956546421	0.145783416	0.837169776	0.546644346	0.754114699	0.840092979	0.1829415	0.98027659	0.941345615	0.684239392	0.3507199	0.019198098	0.92513708	0.936392331	0.141244168	0.61543409	0.89450394	0.895582534	0.013637708	0.048432174	0.861815463	0.015309893	0.601768943	0.016085351	0.619345432	0.914765868
0.17986401	0.980472407	0.520833648	0.665268329	0.733015111	0.950270157	0.198219767	0.862314669	0.665569849	0.685290139	0.830700526	0.240585913	0.97718068	0.962026654	0.578279224	0.338227333	0.017086789	0.928312639	0.922240259	0.124451289	0.60894979	0.915103006	0.813265207	0.012370571	0.037119998	0.879392083	0.013868882	0.643209239	0.015254279	0.589189235	0.905990455
0.138091544	0.986489629	0.449258811	0.718065929	0.680319856	0.952656045	0.112785102	0.792880978	0.48289949	0.743771999	0.916435736	0.15503312	0.982055394	0.966473145	0.655620124	0.402653139	0.016828864	0.943499269	0.945795026	0.107383642	0.766312203	0.913386228	0.878524208	0.012217589	0.06591096	0.838936457	0.019139535	0.844615588	0.01554659	0.500594456	0.898335646
0.12686788	0.987531362	0.444148117	0.780132154	0.718016222	0.966893884	0.120154383	0.850827409	0.327999647	0.803390816	0.904064664	0.162650862	0.983030651	0.971476677	0.780017164	0.573918643	0.017808196	0.95072742	0.954883073	0.140951522	0.6911821	0.926503446	0.934095382	0.012841936	0.059368974	0.853320396	0.017372671	0.88259485	0.015898033	0.535946177	0.950818292
0.145495317	0.98605373	0.527231488	0.676266791	0.611537238	0.940735151	0.15287788	0.894856564	0.630232098	0.68788626	0.79415851	0.171594242	0.977112736	0.856318675	0.599679018	0.288328425	0.026247655	0.925793922	0.83272164	0.192840766	0.67064933	0.918289298	0.780651231	0.013508791	0.034189191	0.888875846	0.015312982	0.600140245	0.014352275	0.557780242	0.884375988
