cg04980428	cg00869989	cg00036871	cg00313722	cg10203211	cg02172466	cg25317460	cg06441024	cg17565051	cg08710410	cg10165209	cg00000363	cg06013113	cg00124045	cg17767099	cg14214182	cg01124440	cg20849032	cg10119288	cg14374754	cg03207391	cg12629689	cg01684361	cg00045303	cg18251222	cg14506686	cg21881034	cg27305460	cg23412900	cg27324541	cg17367077
0.28682314	0.975310087	0.56365374	0.759728977	0.587303836	0.973796969	0.106748108	0.838841358	0.768333899	0.743947844	0.908767712	0.35020205	0.958894332	0.898691946	0.721100322	0.375125108	0.018839651	0.918090926	0.934361725	0.152126262	0.735565135	0.947540671	0.949726848	0.01621213	0.09969721	0.847213312	0.029137982	0.760145907	0.020851969	0.66977063	0.938409512
0.191699007	0.976073891	0.501398649	0.776631779	0.70203425	0.980447945	0.052549865	0.834521215	0.648119989	0.698522382	0.920301708	0.31848269	0.95940703	0.806171085	0.731039728	0.368394693	0.01774131	0.893038845	0.933887014	0.173916595	0.691281302	0.89666996	0.905696688	0.018006958	0.093354764	0.845967881	0.029417583	0.748720166	0.022560259	0.539743752	0.904005836
0.193428073	0.97701493	0.483967975	0.792173939	0.68514081	0.980700202	0.071102456	0.836312994	0.660117888	0.721731767	0.90857959	0.210439097	0.959580122	0.822143276	0.805868657	0.351285053	0.018340459	0.889713115	0.927118877	0.151332141	0.618896599	0.942063308	0.923888812	0.01788078	0.11231223	0.857286832	0.031776976	0.695377859	0.022431398	0.581078513	0.911284352
0.201872924	0.973434067	0.491025687	0.759361207	0.642745389	0.971307141	0.084873912	0.810815352	0.707062507	0.735854172	0.90751589	0.265414895	0.934625384	0.854493918	0.719654846	0.332181867	0.02150503	0.845520885	0.937822536	0.128345162	0.621618711	0.889934828	0.921676926	0.020425323	0.096151232	0.837223264	0.031487142	0.548252894	0.022910778	0.607209802	0.923059122
0.188625897	0.97673452	0.49558708	0.740753899	0.662128634	0.963894891	0.060327536	0.823497178	0.693287059	0.742003236	0.92759587	0.210420679	0.961909049	0.833467333	0.707671973	0.40747115	0.019227827	0.8896724	0.924809224	0.125733907	0.685477638	0.926122745	0.898556124	0.01847714	0.103590947	0.840473539	0.029271802	0.76800993	0.02487073	0.590653489	0.94206575
0.250170807	0.975874447	0.489350289	0.798425602	0.663223035	0.975577727	0.100250628	0.844754445	0.744328801	0.692936579	0.904169373	0.247229068	0.962010085	0.810554447	0.74693218	0.374356665	0.020934405	0.871332701	0.937758498	0.183003237	0.568354473	0.95092081	0.907872197	0.02074281	0.068237732	0.861717409	0.031857552	0.671413549	0.022160795	0.62342224	0.933536496
0.182058475	0.974554258	0.444960397	0.76988762	0.65756089	0.969505108	0.063296959	0.822606596	0.625956469	0.708971651	0.889961807	0.207283188	0.955111905	0.824960128	0.749964527	0.350539634	0.019779768	0.888617235	0.930471344	0.166457977	0.580149669	0.918180289	0.887917959	0.019445759	0.106939957	0.860614075	0.032116727	0.664490878	0.02087646	0.548948234	0.93167849
0.194815469	0.976022983	0.496318331	0.794734837	0.627225699	0.983373827	0.052746045	0.855078586	0.614523498	0.745446354	0.909029604	0.165622827	0.968531174	0.89972483	0.800957002	0.40372283	0.018079565	0.907074237	0.936727974	0.203905107	0.67073721	0.937002661	0.849535839	0.015536905	0.100567454	0.862472445	0.03100478	0.707352463	0.023074449	0.606839604	0.906997694
0.307939871	0.975691267	0.525998551	0.821911054	0.556500373	0.965847728	0.058067023	0.848953872	0.737091036	0.741426803	0.925623528	0.288750414	0.962919466	0.914784795	0.758207503	0.328619703	0.021882736	0.911552396	0.95041619	0.121593875	0.683496233	0.961180754	0.900112071	0.018136558	0.10507089	0.843491705	0.032429996	0.578225935	0.020819069	0.716598877	0.928773691
0.26363663	0.974866824	0.515575269	0.822267639	0.497248115	0.972364911	0.122896151	0.828214138	0.755722552	0.656833793	0.891275236	0.241113054	0.94489077	0.778335588	0.834016629	0.625373339	0.02000488	0.820121613	0.924936658	0.053326736	0.772416781	0.982878617	0.958368087	0.020440032	0.090900251	0.795215389	0.035824348	0.4812945	0.027102559	0.548704486	0.79946471
0.206154234	0.974282587	0.496438609	0.777829531	0.629365678	0.973898492	0.082542461	0.835947224	0.669070486	0.718385689	0.902987073	0.213323285	0.950835186	0.881237396	0.786351237	0.349930048	0.019928096	0.888663394	0.922042291	0.146999456	0.641631861	0.957799336	0.872711667	0.019969668	0.090043494	0.847831565	0.032305324	0.720439338	0.019887047	0.542516901	0.938206401
0.191420585	0.974590606	0.520829217	0.740067243	0.701764121	0.974150017	0.063561443	0.801734821	0.64471337	0.765590412	0.915273873	0.287502438	0.958933026	0.86939243	0.745983251	0.367561574	0.017867783	0.885901996	0.941190219	0.117119048	0.630724451	0.899566534	0.859017435	0.01886613	0.079137695	0.843109195	0.034333582	0.599443417	0.023941604	0.597774674	0.888005132
0.227015616	0.977438827	0.523972781	0.796200232	0.654387931	0.975427118	0.061051803	0.835691194	0.716760294	0.706914283	0.907643303	0.243064773	0.970104768	0.869164514	0.7325953	0.333361844	0.020459661	0.877647511	0.943865294	0.133058235	0.638067971	0.948893299	0.88802916	0.016579162	0.108617923	0.863302388	0.032656518	0.658571476	0.021276132	0.648236633	0.949901521
0.188472169	0.972337299	0.486587347	0.748368252	0.624181705	0.976887888	0.05344609	0.817951839	0.627198073	0.754826036	0.908495592	0.244832368	0.94752868	0.821337423	0.735687274	0.364423074	0.016331718	0.889573417	0.940946157	0.154799179	0.676648181	0.92679208	0.855011253	0.021779424	0.11725268	0.838983811	0.037903058	0.661232732	0.022179213	0.557017916	0.89919215
0.211749668	0.974986494	0.509149202	0.733897072	0.683148732	0.981675472	0.063098604	0.860490307	0.687737832	0.745650076	0.907350055	0.214458805	0.96110247	0.88035729	0.671942781	0.365651103	0.018852842	0.875615576	0.93103911	0.108097817	0.580420195	0.938732598	0.897825244	0.020563787	0.072155658	0.858053881	0.037082377	0.623977706	0.023725604	0.586173019	0.896090581
0.198080474	0.973075374	0.529726449	0.722822755	0.65730083	0.970091221	0.046052296	0.831492027	0.730438316	0.672421531	0.8945119	0.165086549	0.951186914	0.870134027	0.663373343	0.331947373	0.019179691	0.881969051	0.930677731	0.124999234	0.739111168	0.940862035	0.900578209	0.020723639	0.073827306	0.832893674	0.036923441	0.723291871	0.022556678	0.524539031	0.922512114
0.192685444	0.972458275	0.497762283	0.714930741	0.636844465	0.97833246	0.075899587	0.842845962	0.701702537	0.713860592	0.909213624	0.224518199	0.952989658	0.792367195	0.663836448	0.380205502	0.019789972	0.868186767	0.934483323	0.159196878	0.614053983	0.888690487	0.87393823	0.018711859	0.076715254	0.839578819	0.037500033	0.579479456	0.023615932	0.569882668	0.944710819
0.224507697	0.970188617	0.537119338	0.782724731	0.682111467	0.974500536	0.06060261	0.849589529	0.748781094	0.668353744	0.897419708	0.313142137	0.937321972	0.839634248	0.779792799	0.383665381	0.017984498	0.890830123	0.934134394	0.164818316	0.687875069	0.89955588	0.903315917	0.020214719	0.085670257	0.820113217	0.032511796	0.716686735	0.024790322	0.635012751	0.923443368
0.225815083	0.975052077	0.50289836	0.753443372	0.602988085	0.978155452	0.078070205	0.832566232	0.699392407	0.692534856	0.913598048	0.202730491	0.955466189	0.895279001	0.701331286	0.347930795	0.019193507	0.843239364	0.928986692	0.150046673	0.629838288	0.933172735	0.905990784	0.017740444	0.086342233	0.855215862	0.03367915	0.641095835	0.024680625	0.595326308	0.915468679
0.191503242	0.97239383	0.510577385	0.724073651	0.604548595	0.976390228	0.053114549	0.826950232	0.675463781	0.701633891	0.89997235	0.234210664	0.952745535	0.885851161	0.706232933	0.317883792	0.015128411	0.912530255	0.943941361	0.109824842	0.653538072	0.942204284	0.838421227	0.019079388	0.089162378	0.808890739	0.033599993	0.663068533	0.023959071	0.563611915	0.890657872
0.183397985	0.982237562	0.483196905	0.78472456	0.677785528	0.984861513	0.049485407	0.842090955	0.653318551	0.771480312	0.927218378	0.255927298	0.972231137	0.866810572	0.735118722	0.383960093	0.015509938	0.917445112	0.95946678	0.185709759	0.684289269	0.948426163	0.931429696	0.016015894	0.125837303	0.855778295	0.027801117	0.713728557	0.021139246	0.594689388	0.94600333
0.170178321	0.971672163	0.454259416	0.730884095	0.609395681	0.978916313	0.06029535	0.830831035	0.654391644	0.719885588	0.917954891	0.207705674	0.939450178	0.785156191	0.723881764	0.333364122	0.017303653	0.891610382	0.940267385	0.186051128	0.644047087	0.887498644	0.886281299	0.018229567	0.084645824	0.812957636	0.034322856	0.555144778	0.024911351	0.616619385	0.922255426
0.31588042	0.970077022	0.573027627	0.775319714	0.58926755	0.97404459	0.062028684	0.866339626	0.84199336	0.691223446	0.925573177	0.358300472	0.945799007	0.863706502	0.717537192	0.297580693	0.02041183	0.861010275	0.906224925	0.136672009	0.676550005	0.956591189	0.844435549	0.02198838	0.073858389	0.798977496	0.034917529	0.529184118	0.028255978	0.67090653	0.888203429
0.236581623	0.975698168	0.504315124	0.800274458	0.680885049	0.980502086	0.037108593	0.849628069	0.661429609	0.708328107	0.921628697	0.303950478	0.949767288	0.847761623	0.780621769	0.361846154	0.01601661	0.897006798	0.952558384	0.159914383	0.691622255	0.958579596	0.93005601	0.018648257	0.080859534	0.868104502	0.037206009	0.704981436	0.022812637	0.611816045	0.915026227
0.209301467	0.982238244	0.517742684	0.795874157	0.780027634	0.987072367	0.077785936	0.852775416	0.66794786	0.836778983	0.937201136	0.176467413	0.970627806	0.942175251	0.748116108	0.425836663	0.014468037	0.924592158	0.96761224	0.084404027	0.68535675	0.927665456	0.969033622	0.014903782	0.123320501	0.85964253	0.033801587	0.61826586	0.020432962	0.622460699	0.936140143
0.174666472	0.972098596	0.48473961	0.740160069	0.730875604	0.975116224	0.05922955	0.819729336	0.610649114	0.729244917	0.917884994	0.206324166	0.92962134	0.799656847	0.709437042	0.378859493	0.020508311	0.883261777	0.928223485	0.105679014	0.671720351	0.870170711	0.859913329	0.020154519	0.086783259	0.825256943	0.036982696	0.644787526	0.02891079	0.5836223	0.910831822
0.277789394	0.974472942	0.515378533	0.803335483	0.685627773	0.979846642	0.070822332	0.829238446	0.683323063	0.761469618	0.923653627	0.285065396	0.956132675	0.864031685	0.7717893	0.42571139	0.017495388	0.889518829	0.949539974	0.164091881	0.614054458	0.927606476	0.853764145	0.021962325	0.096923462	0.865470837	0.034136225	0.595903558	0.022824015	0.62634806	0.888804737
0.180928587	0.971382179	0.447384699	0.659456528	0.603435905	0.979311219	0.060008325	0.832617886	0.627773198	0.717632185	0.865985488	0.230333231	0.942634243	0.792324777	0.652421659	0.336829494	0.017184108	0.886242509	0.929242305	0.10785916	0.647530136	0.913071695	0.902867546	0.021102946	0.095201961	0.844577919	0.032157963	0.557299829	0.024612331	0.605342196	0.942762436
0.187705438	0.973632181	0.50582083	0.783492724	0.643258211	0.980140312	0.078907966	0.834125582	0.658365822	0.705488892	0.923865894	0.308908969	0.948391337	0.761522823	0.739308059	0.420226794	0.016979006	0.888547463	0.927891643	0.217036396	0.620565257	0.90617313	0.899914523	0.023119026	0.1069069	0.8486373	0.037747627	0.733670776	0.025515982	0.624922015	0.947850919
0.329720804	0.976373272	0.556077922	0.77416331	0.463491106	0.964413336	0.071012584	0.865941908	0.791588874	0.734452892	0.917845316	0.324318112	0.961406363	0.893806334	0.731629183	0.230561657	0.020153721	0.884116984	0.93972336	0.109952602	0.694777658	0.935431121	0.931976291	0.018164318	0.093796733	0.806832929	0.034678749	0.582617173	0.026367197	0.687626062	0.897481018
0.188967535	0.973824544	0.478697741	0.739588463	0.631984959	0.976076225	0.063398358	0.81600694	0.683654957	0.71803063	0.908899112	0.182577939	0.951553791	0.871335343	0.724151457	0.339404524	0.017839089	0.895526793	0.940342218	0.140372481	0.64612105	0.911051962	0.889344905	0.021181145	0.097839426	0.802022757	0.03492644	0.601934508	0.02359471	0.591590981	0.878922267
0.179222058	0.9769503	0.506074501	0.698849937	0.620935863	0.975126333	0.056284259	0.828464816	0.632676943	0.699799424	0.906343758	0.291372835	0.965576915	0.844364518	0.63033834	0.345375161	0.018269355	0.905142936	0.934274034	0.13016946	0.618634871	0.923167324	0.867032474	0.016515125	0.092697787	0.864794403	0.030339113	0.590221333	0.02291453	0.573132495	0.950776166
0.308609878	0.979193305	0.565781197	0.820183974	0.783701862	0.986861186	0.058300177	0.862035659	0.830584051	0.735528923	0.926985604	0.291348813	0.960771211	0.909722869	0.752874214	0.336676617	0.013853764	0.927021646	0.969243266	0.109505198	0.792161709	0.958485704	0.957074346	0.015765859	0.106232918	0.849846035	0.041034241	0.723690644	0.020858179	0.698982253	0.926442755
0.199738567	0.977038472	0.487964151	0.750204311	0.651192241	0.981191413	0.070679501	0.843894773	0.722624626	0.705290697	0.901759013	0.241016252	0.953559243	0.811938032	0.728869725	0.416454741	0.016680402	0.90776344	0.944595383	0.159173634	0.68633701	0.932066695	0.845138277	0.018658267	0.085286704	0.857703716	0.033544234	0.736809696	0.022613616	0.61140858	0.921577378
0.216969492	0.975436741	0.508692265	0.76288316	0.63065548	0.971068974	0.059961078	0.823681776	0.692241705	0.721059096	0.904647563	0.218063648	0.95829625	0.822640273	0.732169825	0.346383936	0.019834394	0.887030621	0.927978712	0.088673649	0.654198496	0.919300809	0.886576767	0.019685615	0.089129469	0.84676179	0.035721362	0.535089783	0.023539426	0.63553628	0.905628935
0.243138769	0.971579782	0.469083714	0.765121381	0.680291361	0.979111784	0.071512543	0.816415859	0.60622458	0.72923759	0.918577287	0.181136554	0.953579769	0.867838156	0.735680383	0.352503849	0.017588925	0.899989919	0.926441132	0.128564241	0.654755982	0.937312819	0.87652799	0.022844149	0.090158005	0.861350711	0.033243284	0.647286612	0.02616278	0.535711363	0.926160732
0.625823984	0.950711255	0.473319206	0.835854283	0.195062161	0.960989336	0.483890604	0.898759804	0.958937899	0.543886419	0.531271961	0.124331768	0.943385393	0.858083832	0.709762713	0.472420182	0.022932745	0.446990362	0.462670591	0.185258019	0.673211098	0.967441428	0.938695516	0.021267635	0.062143967	0.943504132	0.028388412	0.558622253	0.023730351	0.82966953	0.926990988
0.507054395	0.970118613	0.522951001	0.773864488	0.168783474	0.964825548	0.511439206	0.905091829	0.951557966	0.499233942	0.680030257	0.185471379	0.942805539	0.885211268	0.757122535	0.196552352	0.028080028	0.46901386	0.431367067	0.05309523	0.741311358	0.971000665	0.93364062	0.024630542	0.015748031	0.924502048	0.023416351	0.438328043	0.021475626	0.778595523	0.949398767
0.355263161	0.958072674	0.571845276	0.762706202	0.226096257	0.955161399	0.360569233	0.929955108	0.938696327	0.579200949	0.709807887	0.290720947	0.934175809	0.905871091	0.609394687	0.179912944	0.035580524	0.717126744	0.417009602	0.068932254	0.830120364	0.964529626	0.939042522	0.017380353	0.055421687	0.936420874	0.024869695	0.689035845	0.029654497	0.905338148	0.888261567
0.632749163	0.9596366	0.451147427	0.753126558	0.194910566	0.972217899	0.468723493	0.941791708	0.93504902	0.522955384	0.529976019	0.09679073	0.919722719	0.883404758	0.66066224	0.381273609	0.025663332	0.42892562	0.367416207	0.159948516	0.7314442	0.979433302	0.926804124	0.019131956	0.051559252	0.942531821	0.019081056	0.488268175	0.020576132	0.832194447	0.920542423
0.59325751	0.911115201	0.491406107	0.752630407	0.175374274	0.973453302	0.515885124	0.896550123	0.954442821	0.491309836	0.705396476	0.147546944	0.942700548	0.885384034	0.750411684	0.408047943	0.016101932	0.535220716	0.314863676	0.296290202	0.809739524	0.984535846	0.939759849	0.024445493	0.034762065	0.929655377	0.020575642	0.488183131	0.019891277	0.870384665	0.89731445
0.619973011	0.933473297	0.479565658	0.782121633	0.190546803	0.954463218	0.483245403	0.931675844	0.927974948	0.519650942	0.541533546	0.122193035	0.928777055	0.853502235	0.743673826	0.373372014	0.026016932	0.460656386	0.373229116	0.125066925	0.701350715	0.970148867	0.909036325	0.022279129	0.029446408	0.918302942	0.021964796	0.440723968	0.027439547	0.745614035	0.930193072
0.551367101	0.967239355	0.492103746	0.724444394	0.154428597	0.98571108	0.476693588	0.88332763	0.946234818	0.600920131	0.785347044	0.218496207	0.950503778	0.877901978	0.665332075	0.510410799	0.037153323	0.660096541	0.589787396	0.411732431	0.695768466	0.970618398	0.957860738	0.019949578	0.030318091	0.910374801	0.020579814	0.685955607	0.022215893	0.759813361	0.932809406
0.629866373	0.935215758	0.486666667	0.76216279	0.138515577	0.913848108	0.722564743	0.922856455	0.955424727	0.516316672	0.61747397	0.168320675	0.952841702	0.862735959	0.698591921	0.511346034	0.024593581	0.46627765	0.468868162	0.157815693	0.678123082	0.972023699	0.930822499	0.028216019	0.011744486	0.898551228	0.028579024	0.605218396	0.018193225	0.808309859	0.947046216
0.506184855	0.945471639	0.493901178	0.817216131	0.180399501	0.95679447	0.409975136	0.927462239	0.961764183	0.530530531	0.611981567	0.264143423	0.949667493	0.898085688	0.778630413	0.324324205	0.027656477	0.499257793	0.561411549	0.133134427	0.790568369	0.97504649	0.926067144	0.01952916	0.042274786	0.915212762	0.022519353	0.660582147	0.022508563	0.860592124	0.940817904
0.543549255	0.95468463	0.483591977	0.682568078	0.234125576	0.948191424	0.340188171	0.965029595	0.857980729	0.465052098	0.533910534	0.196603882	0.923931871	0.881833713	0.691708614	0.085449584	0.033333333	0.409008189	0.355991591	0.09656019	0.819745781	0.937054045	0.93404908	0.024554574	0.039238095	0.950801027	0.025351252	0.521481591	0.017046414	0.812428806	0.793791331
0.406122307	0.965068633	0.53384009	0.784088575	0.178688525	0.967784752	0.36578691	0.895500321	0.946124244	0.566712438	0.707892204	0.262695474	0.938230709	0.897358491	0.721672115	0.169983151	0.028605082	0.626556715	0.601506221	0.124482905	0.775845118	0.981316206	0.937804967	0.020831267	0.072124053	0.923154966	0.051079233	0.667367407	0.026187012	0.812591401	0.930976038
0.448180944	0.96218754	0.542048293	0.784356969	0.382192714	0.966824861	0.501121503	0.888745211	0.952632351	0.551176546	0.702364395	0.267052713	0.934937847	0.846041697	0.795055028	0.27532737	0.042636457	0.633598503	0.703210308	0.04744094	0.773287671	0.975411903	0.939653161	0.023927708	0.070839065	0.835530926	0.035430666	0.567670355	0.016489179	0.886750187	0.918491775
0.508680891	0.94073627	0.429401029	0.674050466	0.174591909	0.973782869	0.483950066	0.961923842	0.929479491	0.536462656	0.606508876	0.190648338	0.936838217	0.833442408	0.647286151	0.45559537	0.03429101	0.471563981	0.404051988	0.312042397	0.763499545	0.967006343	0.92054984	0.028056112	0.057574667	0.85931093	0.053271999	0.57051402	0.035720138	0.74429943	0.879328652
0.544689944	0.943497437	0.531383696	0.8113053	0.374402628	0.98233756	0.4156947	0.91095895	0.961890452	0.586555107	0.604379562	0.232227054	0.953547112	0.888922291	0.742080861	0.42504011	0.017408506	0.640372553	0.560240964	0.195455887	0.693388073	0.969414438	0.925863991	0.019738352	0.091774892	0.911686019	0.038096769	0.613369165	0.028620852	0.860805589	0.921194586
0.543462948	0.939935691	0.483309059	0.801175366	0.219880065	0.968616326	0.51963988	0.915850576	0.959075029	0.531977091	0.542787286	0.199957177	0.940761478	0.8913879	0.771072018	0.308695781	0.024131746	0.523743569	0.637575758	0.07953722	0.770589551	0.977027568	0.937729746	0.023443634	0.054246575	0.900996466	0.024893547	0.471639739	0.021603656	0.80052386	0.96298904
0.606926136	0.955706611	0.593903272	0.860576859	0.202250966	0.94909264	0.335866812	0.877334788	0.949362953	0.625501388	0.693676815	0.201127976	0.93135203	0.505484819	0.764409637	0.428889829	0.03482274	0.73397169	0.597765363	0.097189871	0.805220717	0.960092693	0.937971776	0.026830076	0.02025417	0.924331807	0.029092488	0.663724809	0.015677794	0.931552588	0.540462385
0.25489763	0.973397688	0.569019062	0.828150114	0.373975257	0.944522483	0.222379277	0.904892585	0.950640652	0.663291945	0.687044534	0.325364714	0.935529916	0.882554441	0.755204602	0.112172637	0.037214248	0.766983696	0.672519084	0.106080417	0.847390754	0.969685262	0.933482254	0.021064426	0.03347147	0.937600115	0.037660915	0.583462038	0.028016086	0.900690641	0.952971337
0.621508825	0.950716049	0.475543611	0.804511023	0.197295147	0.952582655	0.598708079	0.921824094	0.966415036	0.501775432	0.590976331	0.258504044	0.949555207	0.867810189	0.765191648	0.371816855	0.034393152	0.467442155	0.541715976	0.185287027	0.683349997	0.967611574	0.916898148	0.026943961	0.013690106	0.90584959	0.034278801	0.528714877	0.025183928	0.744769295	0.923557029
0.638931328	0.927921279	0.47878481	0.786518025	0.330333252	0.970399567	0.465616922	0.94326596	0.886892489	0.488571735	0.476420798	0.13195828	0.927575262	0.83900463	0.662083972	0.385754996	0.059881715	0.40982242	0.183183183	0.097356305	0.634260882	0.931862403	0.92375545	0.03120474	0.037037037	0.960546828	0.023058096	0.600006843	0.033539519	0.894651975	0.828229657
0.62204662	0.964033613	0.517851785	0.790043583	0.144277768	0.961043838	0.561473301	0.891486423	0.95923913	0.544289334	0.574476048	0.198218994	0.941084713	0.870800761	0.79339975	0.476992351	0.024453024	0.593927894	0.459193101	0.306007554	0.693938606	0.966281593	0.93905678	0.022737023	0.058242507	0.874601378	0.040160643	0.5788324	0.034430913	0.847556956	0.923612669
0.333331876	0.961695021	0.532438592	0.684590889	0.337535202	0.965781383	0.465881968	0.909766625	0.953885453	0.540116188	0.640876854	0.241406745	0.933780761	0.8580232	0.71216096	0.277693172	0.025770824	0.665240642	0.680235988	0.061902258	0.778406234	0.97359853	0.943204717	0.016903381	0.052159468	0.925336325	0.02948298	0.533387117	0.017943606	0.865140926	0.953118571
0.560764114	0.978269015	0.475982533	0.779996188	0.211526595	0.968778469	0.373265827	0.890243811	0.956516322	0.536206017	0.458720078	0.14687131	0.94434521	0.888821014	0.664316566	0.41321639	0.023442847	0.483330928	0.458388028	0.173276294	0.728836666	0.966260986	0.940228967	0.018038331	0.071993969	0.909745283	0.010250266	0.479692981	0.031059838	0.810396276	0.946362403
0.602993365	0.957512383	0.452946574	0.778279272	0.20314756	0.969644881	0.609076374	0.893563174	0.965321126	0.478086278	0.560822387	0.15866525	0.950603509	0.917993391	0.73572172	0.39110407	0.025079477	0.500620457	0.389674247	0.11347175	0.742067698	0.965524306	0.932497013	0.015390806	0.027276078	0.931060386	0.020876289	0.54453427	0.020162961	0.760721836	0.958664101
0.554058409	0.940331492	0.474680498	0.764120587	0.145167086	0.963689706	0.520459246	0.943810798	0.90614762	0.50706342	0.662745098	0.181415389	0.944349315	0.823270648	0.72350965	0.378776568	0.054600172	0.531961545	0.43192102	0.107168691	0.673894497	0.95808983	0.914759209	0.041547701	0.061554696	0.931032769	0.038411174	0.550896124	0.038002015	0.989953787	0.885629409
0.615169306	0.9414791	0.50835707	0.830242533	0.23588288	0.949980876	0.511952696	0.900139719	0.950037946	0.51754633	0.5754858	0.112037396	0.955546775	0.896080841	0.815962987	0.406921403	0.038858195	0.589473684	0.453537937	0.088154825	0.769093121	0.975342033	0.927846265	0.028024194	0.075991649	0.931595326	0.034139403	0.538904852	0.03150339	0.900735585	0.888424666
0.511862154	0.955569397	0.479673215	0.739395086	0.193669932	0.987816751	0.520828773	0.910751976	0.942857143	0.494926066	0.455592105	0.11353702	0.956402804	0.867483026	0.833592922	0.210997156	0.039757995	0.405951506	0.443563148	0.043078824	0.700663617	0.969379972	0.948773324	0.027548807	0.050942772	0.9583297	0.032207939	0.525002948	0.028846154	0.809401159	0.921475897
0.398057421	0.958632172	0.478703657	0.826407003	0.323457223	0.97492037	0.50579359	0.928675719	0.946677741	0.589043799	0.664756447	0.210541017	0.948823467	0.703977473	0.54934549	0.259056866	0.024586051	0.615702479	0.453233565	0.285256472	0.59705481	0.966777686	0.946472446	0.029052632	0.044202652	0.941797963	0.089321159	0.412910663	0.016616115	0.81401747	0.780865433
