cg00000029	cg00000165	cg00000289	cg00000292	cg00000321	cg00000363	cg00000622	cg00000714	cg00000734	cg00000769	cg00000924	cg00000948	cg00001245	cg00001349	cg00001446	cg00001582	cg00001583	cg00001687	cg00001747	cg00001854	cg00001874	cg00002033	cg00002116	cg00002236	cg00002406	cg00002426	cg00002464	cg00002490	cg00002593	cg00002597	cg00002660	cg00002719	cg00002769	cg00002808	cg00002810	cg00003091	cg00003173	cg00003202	cg00003298	cg00003305	cg00003513	cg00003578	cg00003784	cg00004055	cg00004072	cg00004082	cg00004192	cg00004207	cg00004257	cg00004421	cg00004429	cg00004533	cg00004608	cg00004818	cg00004883	cg00004939	cg00004996	cg00005010	cg00005040	cg00005072	cg00005083	cg00005297	cg00005306	cg00005543	cg00005847	cg00005849	cg00006032	cg00006081	cg00006198	cg00006243	cg00006884	cg00006948	cg00007036	cg00007064	cg00007076	cg00007215	cg00007221	cg00007226	cg00007239	cg00007269	cg00007300	cg00007324	cg00007326	cg00007420	cg00007466	cg00007644	cg00007898	cg00007981	cg00007987	cg00008004	cg00008036	cg00008188	cg00008345	cg00008387	cg00008446	cg00008488	cg00008493	cg00008544	cg00008629	cg00008647
0.412696016	0.113578223	0.664929008	0.45731493	0.378681684	0.183739107	0.009278098	0.181668263	0.056824232	0.017256028	0.434097741	0.944110442	0.010731052	0.924837201	0.863085583	0.042105032	0.019339068	0.983306114	0.012508209	0.91831906	0.557571509	0.286832363	0.011244188	0.043423345	0.020303125	0.420312999	0.056380377	0.042715555	0.936367201	0.876442373	0.031500158	0.015125193	0.900139445	0.947808291	0.102616157	0.070028219	0.031385486	0.008049182	0.013505877	0.254248345	0.921760341	0.427102116	0.028300346	0.073044158	0.032502339	0.047139817	0.928149182	0.068437483	0.163435878	0.745262165	0.857375469	0.930841094	0.441890034	0.058321503	0.986424021	0.046407906	0.696223322	0.025434057	0.066025708	0.864921959	0.968997674	0.185960325	0.007803394	0.015027659	0.704497159	0.831605314	0.095468744	0.195001238	0.87816719	0.082638366	0.050629911	0.008329469	0.990624353	0.926986369	0.263665514	0.20411193	0.538264387	0.043562023	0.941509297	0.050082086	0.017529826	0.987320239	0.945656318	0.274169148	0.930365198	0.098325822	0.015100313	0.018244941	0.494029627	0.050317003	0.122429297	0.027165986	0.953233936	0.063674683	0.362726501	0.035103298	0.936478004	0.914022222	0.618516035	0.066142431
0.464248458	0.11103214	0.784980641	0.492938063	0.351800386	0.189599015	0.010765162	0.148010246	0.046002102	0.024549089	0.464872003	0.919022612	0.01249507	0.797243547	0.84398351	0.048192938	0.022612775	0.984351885	0.011741798	0.945527925	0.563605648	0.17415599	0.009662828	0.034641131	0.022753431	0.388467183	0.05222945	0.022967517	0.915378184	0.889395367	0.044704974	0.016721674	0.892287221	0.928975735	0.098710457	0.060773801	0.070798307	0.009247828	0.016944375	0.173630821	0.941048595	0.448776121	0.030369442	0.090847486	0.037726313	0.057158324	0.942549109	0.081042406	0.129116377	0.819239622	0.891820194	0.960324954	0.355575241	0.090920104	0.880771891	0.063316759	0.603662179	0.027212353	0.082754646	0.861742209	0.979110458	0.185058836	0.009104127	0.018394391	0.802417239	0.86504352	0.080119183	0.176806843	0.876618883	0.082751032	0.033579477	0.014683731	0.98522807	0.925227832	0.27601854	0.263017445	0.612894557	0.070638252	0.955114743	0.059985873	0.024361703	0.985774522	0.937363066	0.337726585	0.944560619	0.096006122	0.015319838	0.022948563	0.5256187	0.070023551	0.124274026	0.040595052	0.947091046	0.075198243	0.342781246	0.032994436	0.942961949	0.901939411	0.706217416	0.022380315
0.448300761	0.12188045	0.729276136	0.510198276	0.440110645	0.16925303	0.008530682	0.124249518	0.056378847	0.022042878	0.538067098	0.917880391	0.009731498	0.819736289	0.89999291	0.05213886	0.042457404	0.986867491	0.012487651	0.913796675	0.571981473	0.305395236	0.008989094	0.032719438	0.019062534	0.365708799	0.046499632	0.023733344	0.897056054	0.838564826	0.045571584	0.029525162	0.905224459	0.937476076	0.10518257	0.041821769	0.030760768	0.007391039	0.015174651	0.236464953	0.934332657	0.361006917	0.026338151	0.100431858	0.031894334	0.08080112	0.931194537	0.07087749	0.172866675	0.650288732	0.897943665	0.941594027	0.404216717	0.145109602	0.946942669	0.086502634	0.670582281	0.022213984	0.071010645	0.845633371	0.984957423	0.116965581	0.007657836	0.014840435	0.796599216	0.854666798	0.090485134	0.19078377	0.807187218	0.084249835	0.057549191	0.011952036	0.985207987	0.947077219	0.287293053	0.496831078	0.509759661	0.096001236	0.93820917	0.054584289	0.017591466	0.991054591	0.935173033	0.300572025	0.906300952	0.11197929	0.012585855	0.022133403	0.511088025	0.036167637	0.102497168	0.035082478	0.946441205	0.082118232	0.35524784	0.025853609	0.941117177	0.920291781	0.682385893	0.018458502
0.33181287	0.165679101	0.576579884	0.50774663	0.423793089	0.157430352	0.009034053	0.155907297	0.056747432	0.020241883	0.47407779	0.889767039	0.010363652	0.870568809	0.864418553	0.040233151	0.016602002	0.983888253	0.014122627	0.938835539	0.571525767	0.195361526	0.007396007	0.02452805	0.018663616	0.40578523	0.054198047	0.022702246	0.889485374	0.839634657	0.049195395	0.04289778	0.93146174	0.938351805	0.083030186	0.044660056	0.024020007	0.007337553	0.014688008	0.376888386	0.919759448	0.409513009	0.025630884	0.074594901	0.028423811	0.06474211	0.959253814	0.050677412	0.102070664	0.543361459	0.861935411	0.947271078	0.405990184	0.176356275	0.958501803	0.061746231	0.589809102	0.023149477	0.093104988	0.805874678	0.980285319	0.141525124	0.008246068	0.014446251	0.832358558	0.825584778	0.089635473	0.24191082	0.818995888	0.07344475	0.035340709	0.009867218	0.990568372	0.944125516	0.217806271	0.193465895	0.58953166	0.049490167	0.939308636	0.080447894	0.016352002	0.989971508	0.925279309	0.291697249	0.900503848	0.182723131	0.01259267	0.02077956	0.478072257	0.052956062	0.081705282	0.033623526	0.938542926	0.05575405	0.316766765	0.040211984	0.933473676	0.920646238	0.79815514	0.026293852
0.388220777	0.126766928	0.728023937	0.559281714	0.478606785	0.166476156	0.010916831	0.158793346	0.042939917	0.021561905	0.465744114	0.915185286	0.01153499	0.885704104	0.873829134	0.036746236	0.030201792	0.988558688	0.013508826	0.90426351	0.68942298	0.323368293	0.008697718	0.029703507	0.018725806	0.45464021	0.045057153	0.021747271	0.903762249	0.890204869	0.052623449	0.019384991	0.914726446	0.936075706	0.092182795	0.075521728	0.037233352	0.008204123	0.017459945	0.275059008	0.932344614	0.453948395	0.028665104	0.09236791	0.029219407	0.068051439	0.946809274	0.09327875	0.120926262	0.656109344	0.904933319	0.940876841	0.414010151	0.099025373	0.978524311	0.078987525	0.687165504	0.026156762	0.083238007	0.845320324	0.980822868	0.21206957	0.008733343	0.014085131	0.78292469	0.874596384	0.084718943	0.22695783	0.87380206	0.092116614	0.034172277	0.013221219	0.986548365	0.92957458	0.43492506	0.251549397	0.554661443	0.067669273	0.939194604	0.059512327	0.01786086	0.988204139	0.945705371	0.396743113	0.928997792	0.106799566	0.016205503	0.026490334	0.604826799	0.065047051	0.122350672	0.040469923	0.948623431	0.082498988	0.363914093	0.03655889	0.938224686	0.927384029	0.667946108	0.045694599
0.499490536	0.141729918	0.720001947	0.426762555	0.416113566	0.201695611	0.011627362	0.152442466	0.075026983	0.014779762	0.420266984	0.944437743	0.012987651	0.905406747	0.812513993	0.056275954	0.013147357	0.98622942	0.014103414	0.931338004	0.528332861	0.203813387	0.009972356	0.027934274	0.033927828	0.405013632	0.052873729	0.027983094	0.930199493	0.888011333	0.039447294	0.015228607	0.909725818	0.908349791	0.091812033	0.035718976	0.03551762	0.007641877	0.014221695	0.235295019	0.91687596	0.452051321	0.022147653	0.075334406	0.031881189	0.037202297	0.947242964	0.059949682	0.163335478	0.672272932	0.891053591	0.936597938	0.443640655	0.103358393	0.976475971	0.038834276	0.502015685	0.021920401	0.055336899	0.850942209	0.974926405	0.148145141	0.011510212	0.015121874	0.71824024	0.824676093	0.060588453	0.136223396	0.870509753	0.084785618	0.033467337	0.010948572	0.989366963	0.955626841	0.281495673	0.560685646	0.568681895	0.047124461	0.959900342	0.04774962	0.018564787	0.987754885	0.935947945	0.28350704	0.917270064	0.08615323	0.013780012	0.019010249	0.481364412	0.037955993	0.085285029	0.040802116	0.947393287	0.059125086	0.365846015	0.021768746	0.94785202	0.907304745	0.654665261	0.024863969
0.35936933	0.187160246	0.608190327	0.509013457	0.373994828	0.189292918	0.011091367	0.152094235	0.047532667	0.019584187	0.536914916	0.860526094	0.010144646	0.862132287	0.927610244	0.040140935	0.028420999	0.987551957	0.011086711	0.913854655	0.638888475	0.450832588	0.007691293	0.048880111	0.01455703	0.518595681	0.038751132	0.028940487	0.841919348	0.819648912	0.041765176	0.041141388	0.925605756	0.940172153	0.090659667	0.089683144	0.027926656	0.007023702	0.015746904	0.31888944	0.931377971	0.452733842	0.028839966	0.085074466	0.047297163	0.058322103	0.938890865	0.048682873	0.137207054	0.62878942	0.882199935	0.943796528	0.393626616	0.259456291	0.984343654	0.074397158	0.668050317	0.020647174	0.107987039	0.844687519	0.960546469	0.156771511	0.007371444	0.012235658	0.771385156	0.738938346	0.080660607	0.222223778	0.784339686	0.076372708	0.04670284	0.011809921	0.99074651	0.93388132	0.371730627	0.211365735	0.579820606	0.059054835	0.949144689	0.08706374	0.016754205	0.990645712	0.904988089	0.346117493	0.894443319	0.095530626	0.013460707	0.020413436	0.570989553	0.056019613	0.096472831	0.030568845	0.938156629	0.07911266	0.314980598	0.031449142	0.910882888	0.922398254	0.743466364	0.138347368
0.317650749	0.112884154	0.597977764	0.489808085	0.513058964	0.17982881	0.011538378	0.18244269	0.052673186	0.016134958	0.454676074	0.92192408	0.011927496	0.819458145	0.930137259	0.04031589	0.020890328	0.987961647	0.010346383	0.912651638	0.69858394	0.123072044	0.009188795	0.032469203	0.02196855	0.405512669	0.04136264	0.026781042	0.909772505	0.824544663	0.046718425	0.02721151	0.930830158	0.936586509	0.080506113	0.029140373	0.029340563	0.007633535	0.013197014	0.288867906	0.942814411	0.473267449	0.019800555	0.074098539	0.034325033	0.073764303	0.947480569	0.062151502	0.159273869	0.588956775	0.883960908	0.918049361	0.461116475	0.105111234	0.988387052	0.060040213	0.678150705	0.025554801	0.120860983	0.861422194	0.926172655	0.133171785	0.009024003	0.015956906	0.804776775	0.845518722	0.068888009	0.189377675	0.784397679	0.1104986	0.033151953	0.012844826	0.989215407	0.905864385	0.361384311	0.172159173	0.52822511	0.06082634	0.956895127	0.046523905	0.014667583	0.988009007	0.933913593	0.282204282	0.920522276	0.102589727	0.014764526	0.016715856	0.447099311	0.050166467	0.10711993	0.032646802	0.941392401	0.076524113	0.320400484	0.021209084	0.936898685	0.940845806	0.725064195	0.020829786
0.621373528	0.142899244	0.802870344	0.494726802	0.407389356	0.214678544	0.009706258	0.177481133	0.087343015	0.018037632	0.395189886	0.922270349	0.010283591	0.903296529	0.83163347	0.053779182	0.022947611	0.986194416	0.016125415	0.935020875	0.554333313	0.264655579	0.010245367	0.029885061	0.032690409	0.401625648	0.064094245	0.036289731	0.915067371	0.912979045	0.044566946	0.014040446	0.903879222	0.938232826	0.101159946	0.035413282	0.046605063	0.007991522	0.012105557	0.235544833	0.925180751	0.467914431	0.027187937	0.101437715	0.034846263	0.050108429	0.920905295	0.080448886	0.195050513	0.748413611	0.913585083	0.941056533	0.420792447	0.098334401	0.987175232	0.038918348	0.57727645	0.025245941	0.08304999	0.862707182	0.935235021	0.242488162	0.006739565	0.014517995	0.693198911	0.870640732	0.0706116	0.213785531	0.90659559	0.083865806	0.043742215	0.009605953	0.990101779	0.889235572	0.287672924	0.437373178	0.677380749	0.071439472	0.94140186	0.063798784	0.016616466	0.987853442	0.962301502	0.291270137	0.934927541	0.125797158	0.011916237	0.025495202	0.440632957	0.037812076	0.164767697	0.036812309	0.935186383	0.076179937	0.336879166	0.041995135	0.945492617	0.912170672	0.660473871	0.092296529
0.43394203	0.13198038	0.772495808	0.468594196	0.514955904	0.119384913	0.010200267	0.155489199	0.072965342	0.01898966	0.393064322	0.936285697	0.011922813	0.944737424	0.88766938	0.037677764	0.025856069	0.984563175	0.013725384	0.887454694	0.686649329	0.066653959	0.009348227	0.030753717	0.02065641	0.434606006	0.036398337	0.022516155	0.890551443	0.870277531	0.041720758	0.015930925	0.930791052	0.930326732	0.099662758	0.048772694	0.031849527	0.007063539	0.01131477	0.185710375	0.954322192	0.498710308	0.030371068	0.086578257	0.04671875	0.058441374	0.946427727	0.103070052	0.176850176	0.827462536	0.898954491	0.926895349	0.503730419	0.086605849	0.980253648	0.053766931	0.618405152	0.024353455	0.074637051	0.842356501	0.988278326	0.140266479	0.008714099	0.016930638	0.798256934	0.880037253	0.055087291	0.219316779	0.877804126	0.102048731	0.035494957	0.012215737	0.991927976	0.931635292	0.486738948	0.479666862	0.467913281	0.054197015	0.959909959	0.043120709	0.018069021	0.986963254	0.947318765	0.342702855	0.934641724	0.109765447	0.01440842	0.022470236	0.435130271	0.047308447	0.11446796	0.028383975	0.960126865	0.067581875	0.381845941	0.040532521	0.946212696	0.934889809	0.602854293	0.022872404
0.587034785	0.133222472	0.637114295	0.524186876	0.42623589	0.190524386	0.010569251	0.165821093	0.042057189	0.020626883	0.505711638	0.886354685	0.011363377	0.882327434	0.889563498	0.042259908	0.022485131	0.986612616	0.013825532	0.917111731	0.596490125	0.320651497	0.009091804	0.03012243	0.01953896	0.40786295	0.079412347	0.025679747	0.907208932	0.820898824	0.048147255	0.029468477	0.929824929	0.920801836	0.107993785	0.050940739	0.033298731	0.009058641	0.015936748	0.318885938	0.933005601	0.428391177	0.02114645	0.06990275	0.042112277	0.065333357	0.948400857	0.061834213	0.114308511	0.600038437	0.89249591	0.946046765	0.370879628	0.168043604	0.983410746	0.073546492	0.688302173	0.023479177	0.096086115	0.850411451	0.981206017	0.204865518	0.009358933	0.013719807	0.717089514	0.819565082	0.078976345	0.189615056	0.776505054	0.073101093	0.035289236	0.011503987	0.986366515	0.924304831	0.265261374	0.190786063	0.569751656	0.064024577	0.957858488	0.043051267	0.018638127	0.987646292	0.939471348	0.326096868	0.91025873	0.097063213	0.016896667	0.018971745	0.53807386	0.060615456	0.102267517	0.040877197	0.93170947	0.069197522	0.337418915	0.033375313	0.926599167	0.91511271	0.743302597	0.102596959
